LoanID,Age,EmploymentType,EmploymentYears,City,MonthlyIncome,LoanAmount,LoanPurpose,LoanTenureMonths,InterestRate,ExistingLoans,CreditScore,LoanToIncomeRatio,Default
LN100297,28,Salaried,14,Metro,116287,581654,Education,84,8.91,0,750,0.417,0
LN100298,21,Self-Employed,6,Tier-2,72300,309751,Medical,48,18.65,3,640,0.357,0
LN100299,30,Salaried,15,Metro,26883,610784,Personal,12,16.33,0,555,1.893,0
LN100300,27,Business Owner,13,Metro,131917,4057275,Home,12,18.75,2,535,2.563,0
LN100301,21,Business Owner,23,Rural,99026,3976783,Personal,48,11.61,2,715,3.347,0
LN100302,50,Salaried,19,Tier-1,109716,145090,Personal,12,15.9,4,369,0.11,0
LN100303,42,Salaried,25,Tier-2,162855,3528224,Business,24,16.69,1,592,1.805,1
LN100304,44,Salaried,1,Tier-2,43217,252358,Home,12,16.27,4,308,0.487,1
LN100305,64,Salaried,6,Tier-2,98441,1152661,Medical,84,14.46,3,445,0.976,0
LN100306,36,Business Owner,11,Rural,129606,850324,Business,24,16.25,1,626,0.547,0
LN100307,35,Salaried,13,Tier-1,105209,268078,Medical,12,17.38,0,507,0.212,0
LN100308,52,Salaried,24,Metro,149086,3559192,Personal,36,20.06,3,589,1.989,0
LN100309,33,Business Owner,18,Tier-1,57440,1883325,Personal,12,7.48,4,799,2.732,0
LN100310,56,Unemployed,24,Metro,49948,3459108,Medical,48,18.1,3,379,5.771,0
LN100311,33,Business Owner,12,Metro,103489,630063,Education,24,11.83,1,694,0.507,0
LN100312,37,Salaried,16,Metro,134127,2129330,Vehicle,120,16.61,0,574,1.323,0
LN100313,53,Business Owner,3,Tier-2,15815,979880,Home,36,20.13,2,391,5.163,0
LN100314,25,Salaried,21,Tier-2,85528,3241376,Medical,24,8.95,4,757,3.158,1
LN100315,28,Salaried,27,Metro,182171,3509608,Medical,12,21.72,0,461,1.605,0
LN100316,22,Salaried,27,Tier-2,65141,3576332,Personal,24,17.28,1,303,4.575,1
LN100317,64,Unemployed,24,Tier-2,77240,3210631,Business,60,20.04,2,526,3.464,1
LN100318,27,Self-Employed,19,Tier-2,183706,4532178,Business,24,14.62,3,342,2.056,1
LN100319,50,Salaried,0,Tier-1,140701,2477257,Education,24,18.57,0,486,1.467,0
LN100320,54,Salaried,19,Rural,62923,2786812,Home,48,16.64,1,449,3.691,0
LN100321,64,Salaried,19,Metro,135698,2386411,Business,60,19.32,4,533,1.466,0
LN100322,54,Self-Employed,26,Rural,50213,1914515,Personal,48,20.43,0,509,3.177,0
LN100323,46,Self-Employed,11,Rural,84120,4052700,Medical,36,20.28,1,471,4.015,1
LN100324,58,Self-Employed,20,Rural,53215,2099948,Vehicle,84,18.9,4,609,3.288,1
LN100325,58,Salaried,29,Metro,180290,58530,Business,120,14.91,4,483,0.027,0
LN100326,58,Salaried,11,Rural,164231,1879527,Personal,84,12.28,0,666,0.954,0
LN100327,54,Salaried,12,Tier-2,21293,677337,Vehicle,84,9.66,2,768,2.651,0
LN100328,54,Self-Employed,0,Rural,89477,4862542,Business,12,16.85,3,532,4.529,1
LN100329,37,Salaried,22,Rural,77182,3206740,Education,24,15.73,0,435,3.462,0
LN100330,47,Unemployed,16,Metro,90626,2239964,Business,12,19.8,0,388,2.06,1
LN100331,34,Business Owner,6,Tier-1,182490,2480983,Home,48,15.92,0,481,1.133,0
LN100332,54,Salaried,9,Tier-1,194762,2729539,Medical,48,18.44,4,421,1.168,1
LN100333,38,Salaried,18,Tier-2,175482,2127853,Vehicle,12,20.48,2,466,1.01,0
LN100334,46,Business Owner,12,Metro,38685,1328452,Home,12,7.63,1,870,2.862,0
LN100335,22,Business Owner,13,Metro,146840,1961887,Home,12,18.65,2,540,1.113,0
LN100336,55,Self-Employed,29,Metro,32014,3479090,Medical,60,8.92,0,772,9.056,0
LN100337,35,Salaried,2,Tier-2,132548,1110895,Vehicle,120,7.91,1,840,0.698,0
LN100338,26,Salaried,19,Rural,158171,3259894,Business,24,11.43,0,690,1.717,0
LN100339,38,Salaried,4,Tier-2,45567,3228160,Personal,24,18.37,1,480,5.904,0
LN100340,23,Self-Employed,19,Tier-2,197069,2857360,Home,24,9.11,3,855,1.208,0
LN100341,32,Salaried,18,Metro,135823,1478903,Education,12,9.12,4,761,0.907,0
LN100342,30,Business Owner,6,Metro,34127,299953,Medical,48,19.0,2,474,0.732,1
LN100343,29,Salaried,6,Tier-2,29640,3780071,Personal,60,16.41,3,618,10.628,1
LN100344,53,Salaried,28,Metro,95675,2781043,Vehicle,120,7.85,3,773,2.422,0
LN100345,54,Salaried,3,Rural,126618,1379503,Education,48,15.87,3,480,0.908,1
LN100346,54,Salaried,9,Tier-1,19627,3992029,Vehicle,60,12.03,1,710,16.95,0
LN100347,37,Salaried,5,Metro,193546,2527641,Education,12,7.99,0,794,1.088,0
LN100348,41,Salaried,18,Tier-1,67314,4204347,Medical,84,9.84,0,750,5.205,0
LN100349,27,Salaried,7,Metro,176614,850740,Vehicle,60,16.75,2,464,0.401,0
LN100350,50,Self-Employed,20,Metro,139976,3226056,Home,60,19.67,2,397,1.921,1
LN100351,63,Salaried,11,Metro,45923,4206769,Medical,84,13.01,0,690,7.634,1
LN100352,30,Self-Employed,14,Rural,115856,2857778,Vehicle,24,9.77,3,886,2.056,1
LN100353,29,Self-Employed,24,Tier-1,110040,2959431,Business,36,16.7,3,377,2.241,1
LN100354,22,Salaried,6,Metro,61306,2510462,Medical,60,17.1,4,524,3.412,0
LN100355,40,Salaried,27,Metro,137855,4231813,Education,48,8.79,0,771,2.558,0
LN100356,42,Business Owner,6,Rural,87687,2217652,Medical,12,11.09,2,666,2.108,0
LN100357,58,Salaried,23,Tier-1,43937,108478,Business,12,9.44,0,771,0.206,0
LN100358,44,Salaried,27,Tier-1,19238,2290212,Education,48,7.15,0,815,9.921,0
LN100359,35,Salaried,17,Tier-2,174605,3028618,Home,60,18.51,0,384,1.445,0
LN100360,24,Salaried,5,Tier-2,198622,271197,Business,12,17.32,1,370,0.114,0
LN100361,64,Salaried,7,Metro,17898,2361737,Vehicle,60,7.38,3,854,10.996,0
LN100362,35,Salaried,28,Tier-1,160919,4039743,Business,48,10.23,2,658,2.092,0
LN100363,41,Self-Employed,28,Tier-2,82145,2857098,Education,60,7.01,4,762,2.898,1
LN100364,27,Self-Employed,7,Tier-1,136626,4857009,Personal,36,10.26,1,682,2.962,0
LN100365,42,Unemployed,22,Metro,25290,214260,Home,84,14.21,2,309,0.706,0
LN100366,60,Salaried,4,Rural,61114,4748528,Business,48,21.03,4,342,6.475,1
LN100367,55,Salaried,4,Tier-2,164824,1920115,Personal,48,18.51,3,343,0.971,0
LN100368,26,Salaried,12,Metro,30577,3700983,Education,60,7.79,3,767,10.087,0
LN100369,47,Salaried,9,Metro,176919,4014566,Medical,84,7.15,1,770,1.891,0
LN100370,34,Business Owner,23,Tier-2,17035,4455086,Personal,12,12.41,3,734,21.794,1
LN100371,34,Business Owner,18,Tier-2,195344,2383731,Medical,48,13.68,1,727,1.017,0
LN100372,53,Salaried,1,Tier-1,197946,1102507,Medical,48,18.33,0,348,0.464,1
LN100373,31,Salaried,16,Metro,160568,493033,Medical,48,18.68,1,427,0.256,0
LN100374,23,Business Owner,28,Tier-2,149042,3562254,Medical,84,8.66,0,845,1.992,0
LN100375,52,Salaried,1,Tier-2,24724,4257256,Business,12,14.51,3,623,14.349,0
LN100376,29,Salaried,20,Tier-1,68898,3914100,Personal,12,17.3,1,433,4.734,1
LN100377,54,Salaried,21,Metro,141113,4681614,Personal,120,20.29,4,420,2.765,0
LN100378,51,Salaried,28,Tier-2,17799,2657064,Business,48,19.98,2,426,12.44,0
LN100379,33,Salaried,15,Tier-2,165845,2520608,Home,36,7.71,0,844,1.267,0
LN100380,60,Business Owner,4,Tier-1,169501,4543178,Medical,84,15.9,1,629,2.234,0
LN100381,60,Salaried,5,Metro,177262,240885,Personal,12,16.08,4,316,0.113,1
LN100382,56,Business Owner,14,Tier-2,131325,1678880,Vehicle,120,16.32,0,450,1.065,1
LN100383,32,Business Owner,4,Tier-2,159948,429677,Vehicle,48,21.99,0,357,0.224,0
LN100384,22,Salaried,11,Tier-1,21093,3331664,Home,84,21.88,0,473,13.163,0
LN100385,58,Business Owner,7,Metro,56366,1901404,Home,48,9.27,0,875,2.811,0
LN100386,49,Unemployed,27,Metro,44345,2238540,Home,120,9.61,0,881,4.207,1
LN100387,31,Salaried,6,Metro,64303,2633275,Medical,24,15.11,3,478,3.413,0
LN100388,54,Salaried,26,Tier-2,136772,3749751,Business,24,11.96,1,728,2.285,0
LN100389,53,Salaried,26,Tier-2,75278,2923143,Education,84,12.33,1,655,3.236,0
LN100390,58,Salaried,14,Tier-1,98582,2882763,Vehicle,12,10.0,0,829,2.437,0
LN100391,39,Business Owner,26,Rural,164644,1655569,Medical,120,12.37,1,748,0.838,0
LN100392,60,Salaried,10,Tier-2,51905,283116,Education,48,12.62,1,698,0.455,0
LN100393,62,Business Owner,7,Tier-2,110291,4774339,Vehicle,120,7.82,3,800,3.607,0
LN100394,28,Business Owner,13,Tier-2,66757,1571626,Education,12,14.76,3,438,1.962,0
LN100395,52,Self-Employed,28,Tier-1,183471,1224960,Vehicle,24,7.93,3,762,0.556,0
LN100396,22,Salaried,29,Rural,106268,3831690,Business,120,7.76,0,893,3.005,0
LN100397,40,Salaried,17,Tier-2,43371,1503797,Education,24,8.84,3,878,2.889,0
LN100398,52,Salaried,15,Tier-2,24820,548362,Home,60,18.26,4,352,1.841,0
LN100399,42,Business Owner,26,Metro,58408,4835120,Vehicle,48,18.52,2,555,6.898,1
LN100400,52,Salaried,10,Tier-1,84233,284811,Home,60,12.66,1,737,0.282,0
LN100401,27,Business Owner,12,Tier-1,147599,4920873,Medical,120,11.49,3,692,2.778,1
LN100402,25,Salaried,15,Tier-1,181606,3121985,Vehicle,84,18.68,4,337,1.433,1
LN100403,54,Salaried,23,Rural,39423,4233178,Education,12,14.59,3,408,8.948,0
LN100404,45,Self-Employed,28,Tier-2,93540,3383550,Education,120,19.91,4,325,3.014,1
LN100405,32,Self-Employed,5,Metro,157181,1638985,Home,48,17.99,2,435,0.869,0
LN100406,50,Salaried,17,Tier-2,38277,4055468,Home,12,9.64,0,839,8.829,0
LN100407,57,Salaried,14,Tier-1,62286,919960,Medical,84,21.14,2,647,1.231,0
LN100408,43,Business Owner,20,Rural,36007,4917343,Personal,84,11.27,3,673,11.381,1
LN100409,40,Unemployed,16,Tier-2,140927,1003928,Vehicle,60,9.35,0,879,0.594,0
LN100410,47,Salaried,4,Tier-2,184219,3627098,Personal,48,20.06,3,371,1.641,1
LN100411,63,Business Owner,2,Rural,140124,485394,Vehicle,60,9.59,2,824,0.289,0
LN100412,42,Self-Employed,3,Tier-1,192161,4746291,Medical,60,20.01,2,406,2.058,1
LN100413,30,Salaried,7,Tier-1,135646,4010833,Medical,36,15.92,4,559,2.464,0
LN100414,49,Salaried,29,Tier-2,52513,2303917,Education,84,18.9,3,349,3.656,0
LN100415,50,Salaried,20,Metro,125665,2073673,Personal,48,15.95,3,534,1.375,1
LN100416,51,Salaried,8,Metro,181510,1403504,Vehicle,24,9.24,0,874,0.644,0
LN100417,57,Salaried,12,Metro,84191,670129,Medical,84,9.09,3,833,0.663,0
LN100418,43,Business Owner,14,Tier-2,135619,2489574,Home,24,8.05,0,751,1.53,0
LN100419,43,Self-Employed,20,Metro,153521,3776722,Home,60,7.75,1,840,2.05,0
LN100420,40,Salaried,17,Rural,61403,807054,Education,12,12.29,3,719,1.095,1
LN100421,31,Business Owner,6,Tier-1,180974,433996,Home,36,17.23,2,348,0.2,0
LN100422,25,Self-Employed,19,Tier-2,176375,3303562,Vehicle,60,20.65,4,337,1.561,0
LN100423,49,Self-Employed,0,Rural,127236,1651721,Education,24,20.94,2,458,1.082,0
LN100424,52,Salaried,23,Metro,62469,4303093,Education,24,20.04,2,419,5.74,1
LN100425,56,Salaried,0,Metro,147982,4173063,Vehicle,36,12.54,1,709,2.35,0
LN100426,53,Salaried,10,Tier-1,194038,4677911,Medical,84,19.7,1,355,2.009,0
LN100427,25,Business Owner,27,Metro,147542,2263696,Vehicle,24,19.0,3,634,1.279,0
LN100428,32,Salaried,25,Metro,72305,2984222,Business,84,7.38,3,792,3.439,0
LN100429,52,Salaried,3,Tier-1,140679,2170288,Home,48,19.67,2,641,1.286,0
LN100430,50,Business Owner,15,Metro,197706,1869842,Home,24,19.44,0,312,0.788,1
LN100431,63,Self-Employed,1,Tier-2,101943,4190701,Education,12,8.71,1,753,3.426,0
LN100432,59,Self-Employed,29,Tier-2,31935,65194,Home,48,21.17,0,397,0.17,1
LN100433,40,Salaried,8,Tier-1,118252,1100694,Business,60,9.93,3,891,0.776,0
LN100434,26,Self-Employed,11,Tier-2,141897,922227,Medical,60,19.7,4,616,0.542,1
LN100435,51,Self-Employed,27,Metro,36433,3174704,Medical,24,18.04,3,513,7.262,1
LN100436,30,Unemployed,23,Metro,169461,4089672,Education,12,21.38,2,583,2.011,0
LN100437,39,Salaried,25,Tier-2,94738,4166669,Home,36,11.62,1,724,3.665,0
LN100438,48,Self-Employed,8,Tier-1,91069,4596348,Medical,36,10.93,4,736,4.206,1
LN100439,38,Salaried,9,Metro,142468,3943094,Home,84,16.57,4,570,2.306,0
LN100440,47,Salaried,14,Tier-1,89150,4047080,Medical,24,7.51,0,827,3.783,0
LN100441,62,Salaried,23,Tier-1,137706,2284320,Home,12,20.9,4,413,1.382,0
LN100442,23,Salaried,10,Metro,162552,4199321,Education,24,19.87,2,490,2.153,1
LN100443,61,Self-Employed,19,Tier-2,23730,1607741,Education,24,14.23,1,391,5.646,0
LN100444,26,Self-Employed,22,Tier-2,96313,4429742,Medical,120,15.3,1,380,3.833,1
LN100445,51,Salaried,2,Tier-2,32913,4706691,Vehicle,60,8.05,2,793,11.917,0
LN100446,57,Salaried,5,Metro,134445,4684672,Education,60,9.86,4,824,2.904,0
LN100447,36,Self-Employed,26,Tier-1,111817,3616570,Home,12,15.18,4,512,2.695,1
LN100448,27,Self-Employed,8,Tier-1,97026,1060496,Medical,36,8.12,0,833,0.911,0
LN100449,38,Business Owner,9,Tier-2,53408,295575,Business,36,9.71,3,897,0.461,1
LN100450,32,Salaried,1,Metro,75644,3897084,Personal,12,8.57,3,886,4.293,1
LN100451,31,Business Owner,10,Tier-1,62437,4419793,Business,12,10.95,0,695,5.899,0
LN100452,44,Unemployed,12,Tier-1,187574,3638639,Home,12,14.62,4,451,1.617,1
LN100453,43,Self-Employed,2,Metro,134568,3005991,Personal,84,21.99,4,633,1.862,0
LN100454,55,Salaried,15,Tier-1,51752,4582838,Home,36,18.49,1,413,7.379,1
LN100455,39,Self-Employed,19,Tier-2,125095,2477783,Home,84,15.19,0,338,1.651,0
LN100456,51,Self-Employed,18,Tier-1,114976,179792,Medical,48,11.91,3,673,0.13,0
LN100457,35,Salaried,19,Metro,144423,4646916,Education,12,15.29,4,631,2.681,1
LN100458,49,Self-Employed,29,Metro,35668,1988808,Business,60,16.98,0,338,4.647,0
LN100459,51,Self-Employed,28,Rural,21705,2099363,Education,60,7.83,3,872,8.06,0
LN100460,32,Salaried,18,Tier-1,143781,959030,Vehicle,120,19.76,2,631,0.556,0
LN100461,49,Self-Employed,11,Tier-2,191826,4267148,Education,24,14.8,1,374,1.854,1
LN100462,42,Self-Employed,15,Metro,16176,2847090,Education,120,21.49,3,480,14.667,0
LN100463,53,Self-Employed,23,Metro,53768,184237,Vehicle,36,19.49,0,413,0.286,0
LN100464,44,Salaried,11,Metro,25835,4866477,Vehicle,36,18.52,0,639,15.697,0
LN100465,36,Business Owner,29,Tier-1,78596,4316545,Home,48,11.29,1,734,4.577,0
LN100466,22,Self-Employed,12,Rural,16951,2325227,Business,120,17.45,2,316,11.431,1
LN100467,64,Salaried,29,Tier-2,149961,4770679,Home,120,21.29,3,521,2.651,0
LN100468,62,Self-Employed,6,Tier-1,121758,265606,Education,12,14.24,4,602,0.182,0
LN100469,52,Salaried,6,Tier-1,94359,3823878,Home,24,13.83,2,706,3.377,1
LN100470,43,Salaried,8,Tier-2,173411,3808830,Home,120,18.02,2,347,1.83,0
LN100471,21,Salaried,12,Metro,125515,4237849,Medical,36,10.49,1,719,2.814,0
LN100472,43,Salaried,15,Tier-1,51990,2790816,Education,12,8.36,3,849,4.473,0
LN100473,41,Self-Employed,16,Metro,185752,2027089,Vehicle,60,17.38,0,451,0.909,0
LN100474,47,Self-Employed,25,Metro,126173,1894107,Education,36,13.17,1,700,1.251,0
LN100475,32,Self-Employed,5,Tier-2,180460,1905318,Personal,60,21.14,3,404,0.88,0
LN100476,52,Salaried,15,Rural,139151,258007,Personal,48,16.0,3,490,0.155,0
LN100477,36,Salaried,19,Metro,27020,403051,Medical,60,18.52,2,540,1.243,1
LN100478,36,Salaried,29,Metro,153152,2714740,Education,48,7.23,1,768,1.477,0
LN100479,49,Salaried,14,Tier-2,122898,2653184,Medical,120,16.08,2,410,1.799,0
LN100480,30,Salaried,13,Rural,124255,4297451,Home,84,14.67,1,313,2.882,0
LN100481,63,Business Owner,7,Metro,59013,4698333,Education,60,11.73,4,690,6.635,0
LN100482,21,Self-Employed,19,Tier-2,144516,2246897,Education,36,14.36,3,382,1.296,1
LN100483,42,Self-Employed,9,Tier-1,25366,617628,Personal,24,20.53,2,577,2.029,0
LN100484,39,Self-Employed,10,Rural,82105,730301,Education,24,10.83,3,727,0.741,0
LN100485,42,Self-Employed,3,Metro,153691,4961324,Medical,84,18.46,3,493,2.69,1
LN100486,24,Business Owner,13,Metro,58582,816198,Vehicle,84,15.79,1,452,1.161,1
LN100487,37,Self-Employed,12,Metro,30804,2337525,Home,36,21.42,0,492,6.324,1
LN100488,61,Business Owner,5,Rural,46325,1489798,Business,84,19.15,4,510,2.68,1
LN100489,23,Salaried,2,Tier-1,146814,4981160,Medical,12,19.95,4,359,2.827,0
LN100490,58,Salaried,29,Metro,172988,751582,Education,36,8.09,2,755,0.362,0
LN100491,62,Business Owner,16,Tier-1,32025,3047934,Personal,24,17.97,0,495,7.931,0
LN100492,28,Unemployed,25,Tier-2,25049,4073669,Business,60,21.0,2,443,13.552,0
LN100493,56,Self-Employed,0,Metro,152745,3008239,Personal,48,16.53,2,459,1.641,1
LN100494,28,Salaried,16,Tier-2,79786,1489843,Home,60,8.23,1,808,1.556,0
LN100495,51,Self-Employed,26,Tier-1,185553,2895187,Vehicle,36,9.89,2,753,1.3,0
LN100496,58,Business Owner,13,Metro,19189,3524214,Business,60,15.12,3,347,15.305,0
LN100497,49,Salaried,13,Metro,120351,1809700,Vehicle,120,9.37,4,803,1.253,0
LN100498,27,Business Owner,29,Rural,70488,945255,Personal,120,12.94,3,685,1.118,1
LN100499,26,Business Owner,10,Metro,125803,4631259,Personal,60,8.13,4,853,3.068,0
LN100500,45,Self-Employed,6,Metro,26415,2393624,Business,60,15.98,4,313,7.551,1
LN100501,50,Salaried,28,Tier-2,101303,3825199,Home,36,9.63,4,822,3.147,0
LN100502,57,Salaried,15,Metro,174492,1485430,Home,60,20.05,2,454,0.709,0
LN100503,60,Business Owner,19,Metro,145099,4447990,Education,12,10.79,0,734,2.555,0
LN100504,21,Salaried,8,Tier-2,160356,136227,Personal,36,19.18,3,301,0.071,1
LN100505,64,Salaried,9,Tier-1,81980,4857337,Vehicle,60,11.56,0,661,4.938,0
LN100506,22,Business Owner,23,Rural,185312,1118911,Home,12,14.87,3,640,0.503,0
LN100507,24,Business Owner,18,Metro,52836,4314380,Personal,84,13.98,0,661,6.805,1
LN100508,50,Self-Employed,5,Tier-1,44051,1324180,Vehicle,48,14.06,3,349,2.505,1
LN100509,44,Self-Employed,17,Tier-2,55325,4978599,Personal,120,17.99,2,616,7.499,1
LN100510,62,Salaried,12,Metro,147808,1670097,Vehicle,48,20.01,1,600,0.942,0
LN100511,21,Salaried,18,Tier-2,115835,4924707,Business,120,20.48,1,484,3.543,0
LN100512,30,Self-Employed,3,Tier-1,84898,546307,Vehicle,48,20.76,2,367,0.536,1
LN100513,39,Salaried,2,Tier-2,121005,4235834,Medical,36,17.11,2,603,2.917,0
LN100514,37,Salaried,14,Tier-1,41550,2121869,Business,24,14.92,4,385,4.256,0
LN100515,59,Business Owner,20,Tier-2,160013,4067384,Home,12,15.92,1,588,2.118,0
LN100516,24,Self-Employed,3,Metro,56310,4443495,Home,36,8.77,4,819,6.576,0
LN100517,28,Salaried,22,Metro,131124,1068205,Home,60,9.56,1,886,0.679,0
LN100518,26,Self-Employed,29,Rural,197592,1748019,Personal,60,15.62,3,442,0.737,1
LN100519,45,Self-Employed,2,Tier-2,119568,576337,Personal,48,17.09,0,424,0.402,0
LN100520,57,Business Owner,7,Tier-2,144729,3096576,Business,84,9.75,3,886,1.783,1
LN100521,29,Salaried,20,Metro,63383,74720,Home,120,20.3,1,301,0.098,0
LN100522,52,Self-Employed,27,Tier-1,102738,4200202,Business,60,9.9,4,895,3.407,0
LN100523,24,Salaried,14,Tier-1,111505,1472219,Vehicle,120,17.49,3,510,1.1,1
LN100524,26,Salaried,24,Metro,15827,900336,Personal,12,8.34,3,839,4.741,0
LN100525,43,Self-Employed,15,Tier-2,85191,2394904,Education,36,16.74,4,315,2.343,1
LN100526,26,Business Owner,26,Tier-2,46778,1748112,Home,36,17.65,2,460,3.114,0
LN100527,31,Business Owner,28,Metro,131003,1110064,Vehicle,60,18.16,0,500,0.706,0
LN100528,23,Business Owner,24,Tier-2,94164,586376,Personal,24,18.21,4,395,0.519,1
LN100529,39,Business Owner,17,Tier-1,139115,2517259,Personal,120,16.83,2,359,1.508,0
LN100530,43,Self-Employed,26,Metro,66401,3151639,Home,24,9.91,1,788,3.955,1
LN100531,56,Salaried,21,Tier-1,195291,4654869,Personal,60,17.56,1,513,1.986,0
LN100532,63,Business Owner,18,Tier-2,141006,352135,Medical,48,21.34,3,427,0.208,0
LN100533,56,Salaried,12,Rural,85341,347300,Vehicle,48,16.4,1,320,0.339,0
LN100534,23,Unemployed,28,Tier-2,34307,1855140,Home,36,20.68,0,548,4.506,0
LN100535,39,Unemployed,12,Rural,65827,1454633,Medical,84,13.92,1,707,1.841,1
LN100536,52,Self-Employed,24,Metro,178537,2288830,Education,120,15.35,0,523,1.068,0
LN100537,32,Unemployed,10,Metro,66688,4521385,Home,84,11.48,0,674,5.65,0
LN100538,60,Salaried,23,Tier-1,23537,4711165,Home,36,15.17,3,418,16.68,1
LN100539,50,Salaried,9,Tier-1,70559,2170295,Education,12,8.2,0,865,2.563,0
LN100540,36,Self-Employed,29,Tier-2,17830,4890293,Medical,12,9.69,0,874,22.856,0
LN100541,46,Salaried,10,Tier-1,81222,4605653,Business,24,17.94,2,473,4.725,1
LN100542,42,Salaried,7,Tier-1,79130,579575,Business,36,7.56,3,766,0.61,0
LN100543,38,Self-Employed,26,Tier-2,105939,4325353,Business,36,20.38,1,473,3.402,0
LN100544,27,Business Owner,11,Tier-1,64111,1582738,Education,24,18.23,2,302,2.057,0
LN100545,23,Business Owner,23,Tier-2,80886,697737,Business,120,16.31,4,536,0.719,1
LN100546,33,Salaried,20,Tier-2,106625,4279769,Education,12,14.01,0,354,3.345,1
LN100547,55,Salaried,22,Tier-2,146207,1511569,Home,84,11.48,2,669,0.862,0
LN100548,56,Business Owner,29,Tier-1,99121,3688133,Vehicle,48,8.81,1,818,3.101,0
LN100549,47,Salaried,26,Tier-1,71442,4562885,Medical,84,17.24,0,317,5.322,1
LN100550,64,Salaried,5,Metro,39446,3383252,Business,120,13.07,3,688,7.147,0
LN100551,63,Salaried,26,Rural,125860,1197820,Medical,12,17.43,2,416,0.793,0
LN100552,33,Business Owner,8,Tier-2,124012,2186125,Education,24,10.96,2,672,1.469,0
LN100553,59,Business Owner,28,Tier-1,186361,2405613,Vehicle,12,7.58,4,763,1.076,0
LN100554,49,Self-Employed,23,Metro,90794,1376111,Home,48,9.82,4,768,1.263,1
LN100555,60,Salaried,7,Tier-1,121037,3741524,Home,12,15.05,0,326,2.576,0
LN100556,41,Unemployed,1,Metro,166074,2136706,Business,36,19.38,1,302,1.072,0
LN100557,27,Self-Employed,5,Metro,78863,4386437,Vehicle,48,7.68,2,794,4.635,1
LN100558,31,Self-Employed,14,Tier-2,82631,3743425,Medical,48,17.18,4,354,3.775,0
LN100559,64,Salaried,13,Tier-2,160341,1281000,Education,60,9.99,0,788,0.666,0
LN100560,44,Salaried,15,Metro,176507,64259,Business,84,20.61,1,316,0.03,1
LN100561,63,Self-Employed,10,Metro,142345,2003806,Medical,60,16.96,0,355,1.173,1
LN100562,60,Business Owner,17,Rural,159955,2199877,Business,84,15.73,1,560,1.146,1
LN100563,27,Salaried,10,Metro,193439,944441,Personal,36,8.75,4,883,0.407,1
LN100564,47,Business Owner,16,Tier-2,95502,3964170,Medical,60,16.26,3,374,3.459,1
LN100565,26,Salaried,27,Rural,146003,3600865,Vehicle,84,14.47,1,314,2.055,0
LN100566,63,Business Owner,7,Tier-1,107385,2636333,Education,120,19.56,2,629,2.046,0
LN100567,35,Salaried,3,Tier-2,27553,1634035,Home,12,7.52,3,772,4.942,1
LN100568,21,Salaried,6,Metro,32289,3157219,Vehicle,60,18.19,1,502,8.148,1
LN100569,51,Salaried,20,Metro,125909,4580430,Medical,36,9.33,3,881,3.032,0
LN100570,33,Salaried,25,Tier-2,70348,2464319,Business,24,21.64,4,349,2.919,0
LN100571,35,Business Owner,0,Tier-2,64815,3685712,Education,36,20.91,4,593,4.739,0
LN100572,21,Self-Employed,7,Rural,107570,3942137,Home,48,9.27,1,849,3.054,1
LN100573,45,Salaried,26,Tier-1,37815,4869977,Business,84,11.27,1,690,10.732,0
LN100574,47,Salaried,6,Tier-2,73780,229607,Education,24,16.4,2,366,0.259,0
LN100575,23,Unemployed,12,Tier-1,58327,4538673,Medical,24,9.0,0,870,6.485,0
LN100576,64,Self-Employed,14,Tier-1,50719,3797808,Home,48,12.04,3,711,6.24,0
